feature,shap_norm,ffa_norm,combined_importance,combined_importance_norm
pgx_num_drugs,0.9999999999331186,0.9999999993858073,0.999999999659463,0.9999999999
item_cpt_99214,0.6397217339974891,0.20982253644989307,0.42477213522369106,0.4247721353258645
item_cpt_99213,0.24866193018165064,0.06291309379160573,0.15578751198662819,0.15578751202410085
item_cpt_85610,0.13521425616517577,0.013215545200972536,0.07421490068307415,0.07421490070092558
item_cpt_99215,0.13221750784805955,0.013441538167567463,0.07282952300781351,0.0728295230253317
item_cpt_90662,0.11985920573240556,0.010934411250200856,0.06539680849130321,0.06539680850703355
item_cpt_70450,0.1160038460751827,0.00961304543323966,0.06280844575421118,0.06280844576931895
item_cpt_82306,0.1016368246724446,0.010524866075033633,0.05608084537373911,0.056080845387228635
item_cpt_80061,0.09644560575900592,0.013242644047063393,0.054844124903034655,0.0548441249162267
item_drug_LISINOPRIL,0.09867170413548151,0.007147804246192707,0.05290975419083711,0.05290975420356387
item_cpt_97110,0.09577518939937475,0.008216067477020304,0.05199562843819753,0.051995628450704406
item_drug_SIMVASTATIN,0.08694307258372024,0.007801670187481356,0.0473723713856008,0.047372371396995606
item_cpt_85025,0.07717956716188512,0.011634676822360268,0.0444071219921227,0.04440712200280426
item_cpt_83036,0.07809676202125432,0.00876798510012757,0.04343237356069094,0.043432373571138036
item_drug_GABAPENTIN,0.08058497374186144,0.0042384121207910954,0.04241169293132627,0.04241169294152785
item_drug_HYDROCHLOROTHIAZIDE,0.07741406809754396,0.005814588950678394,0.04161432852411118,0.04161432853412096
item_cpt_71010,0.07502614378330394,0.006637365246516397,0.04083175451491017,0.040831754524731714
item_cpt_85027,0.07241115719783185,0.003980497894419267,0.03819582754612556,0.038195827555313075
item_cpt_36415,0.06043082212610788,0.009197599401763585,0.03481421076393573,0.03481421077230984
item_cpt_99203,0.061850848094075636,0.007290408261489578,0.03457062817778261,0.03457062818609812
item_cpt_93010,0.0637015522787167,0.003653604743695942,0.03367757851120632,0.03367757851930703
item_cpt_88305,0.059739166280349386,0.0035055252281381744,0.03162234575424378,0.03162234576185013
item_icd_I10,0.05515778866904642,0.0077769398236652,0.03146736424635581,0.03146736425392487
item_cpt_84439,0.05895462401490017,0.0037068243123887803,0.03133072416364448,0.03133072417118068
item_cpt_77080,0.05481713336303701,0.003763897498720436,0.02929051543087872,0.029290515437924176
item_icd_H04123,0.05417405490255453,0.003393373383710761,0.028783714143132647,0.028783714150056195
item_cpt_99283,0.05364446720866987,0.0027557395438217603,0.028200103376245813,0.02820010338302898
item_cpt_80053,0.044196262658124756,0.005438619147702717,0.024817440902913736,0.02481744090888325
item_drug_CLOPIDOGREL,0.04611734080662084,0.0018386437817190897,0.023977992294169963,0.023977992299937557
item_cpt_80048,0.03870033301251305,0.003953269517764277,0.021326801265138664,0.02132680127026855
item_cpt_81003,0.039904322833762614,0.0016342368624186158,0.020769279848090613,0.020769279853086395
item_cpt_93000,0.03748822094479461,0.0038105943512431045,0.02064940764801886,0.020649407652985806
item_icd_J209,0.0388772946408477,0.0022764742587501672,0.020576884449798934,0.020576884454748437
item_drug_OMEPRAZOLE,0.03983024030276575,0.0012129071048930318,0.020521573703829392,0.02052157370876559
item_cpt_92014,0.03385809080537596,0.003559877123539557,0.01870898396445776,0.01870898396895796
item_cpt_84443,0.032957576424341446,0.003682560585288574,0.01832006850481501,0.018320068509221667
item_cpt_96372,0.03359305474432422,0.0011654954437948465,0.01737927509405953,0.01737927509823989
item_cpt_72125,0.03263225596272554,0.0009522262356434648,0.0167922410991845,0.016792241103223655
item_cpt_92015,0.029806020996097915,0.003709691553774455,0.016757856274936186,0.016757856278967073
item_icd_Z23,0.030851993023636542,0.002450870326154386,0.016651431674895464,0.01665143167890075
item_icd_M545,0.0314503291555753,0.000967641121048076,0.016208985138311687,0.016208985142210548
item_icd_R0602,0.02937656999757894,0.001020327589387609,0.015198448793483275,0.015198448797139065
item_cpt_81002,0.028510447328812697,0.0011706383205230106,0.014840542824667853,0.014840542828237553
item_cpt_92134,0.028644195268760796,0.0009649516885816043,0.0148045734786712,0.014804573482232249
item_cpt_83735,0.026580668311253046,0.0006509868773932698,0.013615827594323157,0.013615827597598268
item_cpt_92012,0.024599889767323267,0.0009596403198467227,0.012779765043584995,0.012779765046659002
item_icd_H6123,0.02192605322706828,0.0008911537493604792,0.011408603488214378,0.01140860349095857
item_icd_R05,0.021639351113929846,0.0006968128011096806,0.011168081957519763,0.0111680819602061
item_icd_E785,0.020796992340564573,0.001450096443811769,0.011123544392188172,0.011123544394863795
item_icd_E119,0.02072229081795477,0.001247885369093667,0.010985088093524218,0.010985088096166539
item_drug_FUROSEMIDE,0.021397912089670363,0.00041791522561730504,0.010907913657643833,0.01090791366026759
item_icd_J069,0.020177426141936065,0.0005169942625616109,0.010347210202248838,0.010347210204737726
item_cpt_99212,0.01809005858789271,0.0014408435125369224,0.009765451050214816,0.009765451052563769
item_cpt_84153,0.017649773890513417,0.0005978990581118741,0.009123836474312646,0.009123836476507267
item_icd_Z01818,0.017688267095034366,0.0004587016929313269,0.009073484393982846,0.009073484396165355
item_cpt_97530,0.017189838900691305,0.00045506703431798614,0.008822452967504646,0.008822452969626773
item_icd_R5383,0.016904945319569795,0.0004745069971904779,0.008689726158380137,0.008689726160470338
item_cpt_92004,0.016156806489130912,0.0003039072083673489,0.008230356848749131,0.008230356850728838
item_icd_E782,0.016047300144632893,0.0003827195171879332,0.008215009830910412,0.008215009832886427
item_cpt_87086,0.015975075934108775,0.00021582365488472113,0.008095449794496747,0.008095449796444002
item_icd_H2513,0.015283934120515789,0.00031207683780694865,0.007798005479161369,0.007798005481037078
item_cpt_92133,0.015234071654825942,0.00023830794049636999,0.007736189797661156,0.0077361897995219964
item_cpt_99204,0.014997826777579354,0.0003063308364734507,0.007652078807026402,0.00765207880886701
item_cpt_11721,0.014951406443511006,0.00022205139141447393,0.00758672891746274,0.00758672891928763
item_cpt_17000,0.014788560515219169,0.00020004065491956543,0.007494300585069367,0.007494300586872024
item_cpt_93306,0.014442261620460507,0.00019159807918287647,0.007316929849821692,0.007316929851581684
item_cpt_71020,0.014118367530822235,0.0002624068667662543,0.007190387198794244,0.007190387200523798
item_cpt_20610,0.013961885105438164,0.00018162259267040368,0.0070717538490542835,0.007071753850755302
item_icd_E039,0.013352867331274445,0.00028750240504742694,0.0068201848681609355,0.006820184869801443
item_cpt_82607,0.0129843533657811,0.00048361266993590673,0.0067339830178585035,0.006733983019478276
item_cpt_97112,0.012188287091259761,0.00020767883708571464,0.006197982964172738,0.006197982965663582
item_cpt_99202,0.01212351500150181,0.00020982895102143555,0.006166671976261623,0.006166671977744936
item_cpt_99284,0.0113349910052207,0.0004778478533247251,0.005906419429272712,0.005906419430693425
item_icd_M810,0.011177425344513995,0.00018483570644473615,0.005681130525479365,0.005681130526845888
item_drug_CARVEDILOL,0.010267424917011235,0.00011792283762033259,0.0051926738773157835,0.005192673878564814
item_icd_Z961,0.010047912325006056,0.00017464022273052122,0.005111276273868289,0.00511127627509774
item_drug_CEPHALEXIN,0.010012216693448787,8.825399583731126e-05,0.0050502353446430495,0.005050235345857818
item_icd_R413,0.009882505655324185,0.00013478042951496093,0.005008643042419573,0.005008643043624337
item_icd_N390,0.009910768004990462,7.941821663131361e-05,0.004995093110810887,0.004995093112012392
item_cpt_92250,0.009305836248289087,0.00010464182613351,0.004705239037211298,0.004705239038343082
item_cpt_82728,0.009119006413446908,8.301367935252526e-05,0.0046010100463997165,0.00460101004750643
